Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,85.970001,87.940002,83.459999,83.739998,55.594479,333545900
2012-02-01,84.230003,87.830002,83.190002,86.500000,57.426819,300700700
2012-03-01,86.470001,87.250000,84.050003,86.730003,57.894676,338912600
2012-04-01,86.599998,87.669998,81.879997,86.339996,57.634342,300234500
2012-05-01,86.459999,87.519997,78.410004,78.629997,52.487701,353685200
2012-06-01,77.870003,85.699997,77.129997,85.570000,57.513855,497990800
2012-07-01,85.440002,87.849998,82.830002,86.849998,58.374157,314314800
2012-08-01,87.019997,88.910004,85.500000,87.300003,58.676628,248010000
2012-09-01,87.330002,92.570000,86.519997,91.449997,61.865391,254195800
2012-10-01,91.790001,93.669998,89.680000,91.169998,61.675976,241112300
2012-11-01,90.250000,92.050003,85.059998,88.139999,59.626198,285676100
2012-12-01,88.550003,90.370003,84.699997,86.550003,58.917168,282441200
2013-01-01,87.790001,91.930000,87.239998,89.970001,61.245247,261496700
2013-02-01,90.440002,90.500000,87.610001,89.550003,60.959347,237182000
2013-03-01,89.070000,90.980003,87.900002,90.110001,61.732456,265045600
2013-04-01,90.129997,90.989998,85.019997,88.989998,60.965160,296347200
2013-05-01,88.519997,93.500000,87.480003,90.470001,61.979069,276095000
2013-06-01,90.529999,92.269997,88.019997,90.349998,62.325058,291767600
2013-07-01,90.389999,95.489998,89.959999,93.750000,64.670441,237784200
2013-08-01,92.690002,93.099998,86.389999,87.160004,60.124542,271631600
2013-09-01,87.699997,89.870003,85.610001,86.040001,59.762146,238532800
2013-10-01,85.989998,90.959999,84.790001,89.620003,62.248779,287672200
2013-11-01,89.739998,96.000000,88.269997,93.480003,64.929886,250351200
2013-12-01,93.269997,101.739998,92.919998,101.199997,70.770348,269290800
2014-01-01,100.599998,101.220001,91.699997,92.160004,64.448601,256867500
2014-02-01,91.919998,97.250000,89.250000,96.269997,67.322746,253283700
2014-03-01,95.760002,98.849998,93.010002,97.680000,68.792564,255698300
2014-04-01,97.650002,102.570000,96.239998,102.410004,72.123772,230896100
2014-05-01,101.959999,103.449997,100.320000,100.529999,70.799744,179886600
2014-06-01,100.529999,104.610001,99.589996,100.680000,71.386780,208876600
2014-07-01,101.150002,104.760002,98.930000,98.940002,70.153030,189374200
2014-08-01,98.620003,100.430000,97.629997,99.459999,70.521751,187451500
2014-09-01,99.430000,99.589996,93.620003,94.050003,67.150345,231833300
2014-10-01,94.110001,96.889999,86.910004,96.709999,69.049553,342094700
2014-11-01,96.559998,97.199997,90.110001,90.540001,64.644264,218128400
