Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,14.621429,16.365713,14.607143,16.302856,13.977502,6859854400
2012-02-01,16.371786,19.557501,16.213572,19.372856,16.609612,11368554400
2012-03-01,19.577499,22.194643,18.436428,21.412500,18.358328,15584338000
2012-04-01,21.493929,23.000000,19.821428,20.856428,17.881577,15598990400
2012-05-01,20.889286,21.312857,18.649286,20.633215,17.690201,11106345600
2012-06-01,20.327143,21.071428,19.589287,20.857143,17.882187,7855825600
2012-07-01,20.883215,22.138214,20.357143,21.812857,18.701588,8909650400
2012-08-01,21.996786,24.316786,21.437500,23.758572,20.369774,8276206400
2012-09-01,23.777143,25.181070,23.428572,23.825001,20.514433,9199005200
2012-10-01,23.969999,24.169643,20.989286,21.261429,18.307074,12142830000
2012-11-01,21.365000,21.535713,18.062500,20.902857,17.998327,12929851200
2012-12-01,21.201786,21.235357,17.901072,19.006071,16.439846,12132752800
2013-01-01,19.779285,19.821428,15.535714,16.267500,14.071046,13123423600
2013-02-01,16.396786,17.319286,15.630714,15.764286,13.635777,9344034000
2013-03-01,15.642857,16.783930,14.964286,15.809286,13.754397,9176876800
2013-04-01,15.782143,15.901786,13.753571,15.813571,13.758125,10963489600
2013-05-01,15.873571,16.633928,14.960714,16.061787,13.974077,9447530400
2013-06-01,16.097500,16.229643,13.888214,14.161786,12.402594,7018536000
2013-07-01,14.381786,16.333570,14.329286,16.161785,14.154151,6538114800
2013-08-01,16.276787,18.347857,16.187857,17.400715,15.239183,8058338400
2013-09-01,17.610714,18.139999,15.972143,17.026787,15.010158,8630941200
2013-10-01,17.087500,19.258928,17.081429,18.667856,16.456858,7837732000
2013-11-01,18.715000,19.940357,18.299286,19.859644,17.507498,5225155600
2013-12-01,19.928572,20.540714,19.242857,20.036428,17.766474,7057397200
2014-01-01,19.845715,20.007143,17.626785,17.878571,15.853078,8765954400
2014-02-01,17.950357,19.685356,17.832144,18.794287,16.665056,5880366800
2014-03-01,18.693571,19.607143,18.671785,19.169287,17.099312,5001698800
2014-04-01,19.205713,21.408215,18.261786,21.074642,18.798925,6435060800
2014-05-01,21.142857,23.006071,20.726070,22.607143,20.165934,5735668400
2014-06-01,22.641430,23.762501,22.232143,23.232500,20.839510,4827739200
2014-07-01,23.379999,24.860001,23.142500,23.900000,21.438259,4140344000
2014-08-01,23.725000,25.725000,23.320000,25.625000,22.985582,3748308000
2014-09-01,25.764999,25.934999,24.035000,25.187500,22.705523,6105680000
